,TF,Target,Label
1618,749,1155,0
1619,749,289,0
1620,749,516,0
1621,749,778,0
1622,749,558,0
1623,749,726,0
1624,749,45,0
1625,749,245,0
1626,749,78,0
1627,749,957,0
1628,749,348,0
1629,749,1099,0
1630,749,384,0
1631,749,543,0
1632,749,709,0
1633,749,477,0
1634,749,463,0
1635,749,451,0
1636,749,669,0
1637,749,530,0
1638,749,192,0
1639,750,685,0
1640,750,843,0
1641,750,1083,0
1642,750,997,0
1643,750,741,0
1644,750,371,0
1645,750,661,0
1646,751,1003,0
1647,751,453,0
1648,751,1149,0
1649,751,853,0
1650,756,205,0
1651,756,1024,0
1652,763,408,0
1653,763,910,0
1654,763,193,0
1655,763,980,0
1656,763,310,0
1657,765,1115,0
1658,765,963,0
1659,765,870,0
1660,765,104,0
1661,765,715,0
1662,765,613,0
1663,765,374,0
1664,770,358,0
1665,770,425,0
1666,770,850,0
1667,770,690,0
1668,770,921,0
1669,770,22,0
1670,770,1200,0
1671,770,700,0
1672,770,434,0
1673,770,275,0
1674,770,238,0
1675,770,715,0
1676,770,677,0
1677,772,730,0
1678,772,1178,0
1679,786,1051,0
1680,786,944,0
1681,802,650,0
1682,802,57,0
1683,802,546,0
1684,802,850,0
1685,806,102,0
1686,806,575,0
1687,806,51,0
1688,806,1099,0
1689,806,331,0
1690,806,573,0
1691,806,679,0
1692,806,267,0
1693,806,476,0
1694,806,647,0
1695,813,1091,0
1696,813,271,0
1697,813,1146,0
1698,813,1193,0
1699,813,1025,0
1700,816,334,0
1701,816,735,0
1702,816,149,0
1703,816,571,0
1704,819,964,0
1705,819,213,0
1706,819,1184,0
1707,819,733,0
1708,819,180,0
1709,833,469,0
1710,833,776,0
1711,834,1117,0
1712,834,578,0
1713,835,254,0
1714,835,776,0
1715,835,869,0
1716,835,596,0
1717,835,594,0
1718,835,257,0
1719,835,1192,0
1720,840,339,0
1721,840,652,0
1722,840,672,0
1723,840,582,0
1724,840,547,0
1725,840,506,0
1726,840,1175,0
1727,840,407,0
1728,840,333,0
1729,858,713,0
1730,868,1046,0
1731,868,612,0
1732,868,495,0
1733,868,370,0
1734,868,102,0
1735,868,1164,0
1736,868,1203,0
1737,868,768,0
1738,868,439,0
1739,868,314,0
1740,868,843,0
1741,868,4,0
1742,868,67,0
1743,868,593,0
1744,868,317,0
1745,868,1113,0
1746,868,1009,0
1747,868,1058,0
1748,868,1050,0
1749,868,1192,0
1750,868,134,0
1751,868,935,0
1752,868,144,0
1753,868,1002,0
1754,868,285,0
1755,868,1089,0
1756,868,766,0
1757,868,873,0
1758,868,513,0
1759,868,943,0
1760,868,892,0
1761,868,792,0
1762,868,5,0
1763,868,1075,0
1764,870,946,0
1765,870,1104,0
1766,870,581,0
1767,870,730,0
1768,870,1066,0
1769,877,152,0
1770,877,786,0
1771,877,1069,0
1772,877,1084,0
1773,877,136,0
1774,877,845,0
1775,877,983,0
1776,877,545,0
1777,877,685,0
1778,877,774,0
1779,877,442,0
1780,877,181,0
1781,877,200,0
1782,877,201,0
1783,877,100,0
1784,877,1055,0
1785,878,1043,0
1786,878,1107,0
1787,878,182,0
1788,878,82,0
1789,890,777,0
1790,932,864,0
1791,932,987,0
1792,932,617,0
1793,932,489,0
1794,938,581,0
1795,939,1101,0
1796,939,1031,0
1797,939,820,0
1798,939,1027,0
1799,939,523,0
1800,939,389,0
1801,939,1079,0
1802,939,655,0
1803,939,70,0
1804,939,742,0
1805,939,490,0
1806,939,837,0
1807,939,782,0
1808,939,1106,0
1809,939,643,0
1810,939,623,0
1811,939,170,0
1812,939,513,0
1813,939,887,0
1814,939,83,0
1815,939,471,0
1816,939,20,0
1817,939,95,0
1818,939,1198,0
1819,939,809,0
1820,939,1077,0
1821,951,930,0
1822,951,40,0
1823,965,1197,0
1824,965,354,0
1825,965,720,0
1826,965,504,0
1827,965,1142,0
1828,965,95,0
1829,965,241,0
1830,965,18,0
1831,965,540,0
1832,965,1124,0
1833,965,1190,0
1834,965,1016,0
1835,965,575,0
1836,965,970,0
1837,965,647,0
1838,965,986,0
1839,965,1185,0
1840,965,1094,0
1841,965,772,0
1842,965,10,0
1843,965,738,0
1844,965,73,0
1845,965,52,0
1846,965,1102,0
1847,965,124,0
1848,965,206,0
1849,965,270,0
1850,965,711,0
1851,965,326,0
1852,965,606,0
1853,965,455,0
1854,965,1035,0
1855,965,201,0
1856,965,1167,0
1857,978,314,0
1858,1008,220,0
1859,1008,600,0
1860,1037,134,0
1861,1037,871,0
1862,1037,1126,0
1863,1037,659,0
1864,1037,890,0
1865,1037,598,0
1866,1037,393,0
1867,1042,735,0
1868,1042,138,0
1869,1042,1010,0
1870,1042,103,0
1871,1042,377,0
1872,1042,1087,0
1873,1042,715,0
1874,1042,1022,0
1875,1042,1075,0
1876,1042,909,0
1877,1042,95,0
1878,1042,345,0
1879,1042,309,0
1880,1042,1003,0
1881,1042,827,0
1882,1053,294,0
1883,1053,1099,0
1884,1058,601,0
1885,1058,279,0
1886,1058,769,0
1887,1058,1074,0
1888,1058,1010,0
1889,1058,878,0
1890,1058,591,0
1891,1070,1067,0
1892,1070,363,0
1893,1070,400,0
1894,1070,179,0
1895,1070,127,0
1896,1070,1156,0
1897,1083,303,0
1898,1083,969,0
1899,1083,71,0
1900,1083,533,0
1901,1083,222,0
1902,1083,251,0
1903,1092,1191,0
1904,1092,645,0
1905,1092,822,0
1906,1092,981,0
1907,1092,446,0
1908,1100,163,0
1909,1100,945,0
1910,1100,813,0
1911,1100,241,0
1912,1100,1022,0
1913,1100,663,0
1914,1100,559,0
1915,1100,118,0
1916,1100,50,0
1917,1100,335,0
1918,1100,365,0
1919,1100,828,0
1920,1100,387,0
1921,1100,640,0
1922,1100,703,0
1923,1100,1006,0
1924,1100,530,0
1925,1100,424,0
1926,1100,1159,0
1927,1100,370,0
1928,1100,668,0
1929,1100,453,0
1930,1100,1000,0
1931,1100,672,0
1932,1100,264,0
1933,1100,720,0
1934,1101,108,0
1935,1101,560,0
1936,1101,52,0
1937,1111,249,0
1938,1111,1154,0
1939,1114,1029,0
1940,1114,746,0
1941,1114,631,0
1942,1114,919,0
1943,1114,1119,0
1944,1118,339,0
1945,1118,592,0
1946,1137,65,0
1947,1137,525,0
1948,1137,261,0
1949,1137,781,0
1950,1137,223,0
1951,1137,1163,0
1952,1137,699,0
1953,1142,433,0
1954,1150,513,0
1955,1150,552,0
1956,1150,26,0
1957,1150,669,0
1958,1150,601,0
1959,1150,795,0
1960,1150,589,0
1961,1150,640,0
1962,1150,210,0
1963,1150,846,0
1964,1150,682,0
1965,1150,975,0
1966,1150,756,0
1967,1153,692,0
1968,1157,512,0
1969,1157,3,0
1970,1170,425,0
1971,1175,824,0
1972,1175,516,0
1973,1175,27,0
1974,1177,1041,0
1975,1177,778,0
1976,1177,264,0
1977,1177,627,0
1978,1177,220,0
1979,1177,906,0
1980,1177,236,0
1981,1177,635,0
1982,1177,1024,0
1983,1177,875,0
1984,1177,242,0
1985,1177,299,0
1986,1196,895,0
1987,1196,807,0
1988,1196,224,0
1989,1196,544,0
1990,1198,26,0
1991,1198,1055,0
1992,1198,705,0
1993,1198,288,0
1994,1200,270,0
1995,1200,674,0
